num;Q-score;P-score;Z-score;RMSD;Nalgn;Nsse;Ngaps;Seq-%;Nmd;Nres-Q;Nsse-Q;Nres-T;Nsse-T;code
22;0.1787;3.108;5.016;0.198;7;1;0;0;0;13;1;21;1;7lrw:A
23;0.4691;2.085;4.057;0.199;7;1;0;0;0;13;1;8;1;6evh:A
24;0.3411;2.081;4.053;0.2;7;1;0;0;0;13;1;11;1;2c23:P
25;0.2085;1.805;3.758;0.2;7;1;0;0.1429;0;13;1;18;1;1xls:O
26;0.08353;2.085;4.057;0.204;6;1;0;0;0;13;1;33;1;1jmu:C
27;0.08353;2.085;4.057;0.204;6;1;0;0;0;13;1;33;1;1jmu:E
28;0.1975;3.108;5.016;0.205;7;1;0;0.1429;0;13;1;19;1;6mtt:P
29;0.08352;2.085;4.057;0.206;6;1;0;0;0;13;1;33;1;1jmu:A
30;0.4899;2.151;4.125;0.21;8;1;0;0.125;0;13;1;10;1;1xiu:F
31;0.4899;2.151;4.125;0.211;8;1;0;0;0;13;1;10;1;4ruo:B
32;0.0835;2.081;4.053;0.213;6;1;0;0;0;13;1;33;1;7ell:D
33;0.2755;2.081;4.053;0.213;6;1;0;0;0;13;1;10;1;3ziq:C
34;0.2083;1.801;3.755;0.213;7;1;0;0.1429;0;13;1;18;1;1xls:N
35;0.375;1.801;3.755;0.214;7;1;0;0.1429;0;13;1;10;1;2nv7:D
36;0.4167;2.151;4.125;0.215;7;1;0;0.2857;0;13;1;9;1;7rae:D
37;0.4898;1.544;3.461;0.216;8;1;0;0.125;0;13;1;10;1;3fug:B
38;0.4687;2.151;4.125;0.216;7;1;0;0.2857;0;13;1;8;1;4oj9:B
39;0.2083;1.801;3.755;0.218;7;1;0;0.1429;0;13;1;18;1;1xls:M
40;0.2083;1.801;3.755;0.218;7;1;0;0.1429;0;13;1;18;1;1xls:P
41;0.4897;2.151;4.125;0.219;8;1;0;0;0;13;1;10;1;4rup:B
42;0.2755;2.081;4.053;0.219;6;1;0;0;0;13;1;10;1;4ewr:C
43;0.3935;2.081;4.053;0.219;6;1;0;0.1667;0;13;1;7;1;2g5l:Y
44;0.4897;1.544;3.461;0.22;8;1;0;0.125;0;13;1;10;1;3pcu:B
45;0.4897;2.151;4.125;0.22;8;1;0;0;0;13;1;10;1;4ruj:B
46;0.7651;3.171;5.07;0.221;10;1;0;1;0;13;1;10;1;2z5s:R
47;0.4686;2.151;4.125;0.221;7;1;0;0.1429;0;13;1;8;1;4dm8:C
48;0.3749;1.801;3.755;0.222;7;1;0;0.1429;0;13;1;10;1;1yye:D
49;0.612;3.018;4.938;0.223;8;1;0;0;0;13;1;8;1;6cbz:C
50;0.4451;1.544;3.461;0.223;8;1;0;0.125;0;13;1;11;1;6lb5:D
51;0.2754;2.081;4.053;0.225;6;1;0;0;0;13;1;10;1;5dws:D
52;0.4685;2.151;4.125;0.225;7;1;0;0.1429;0;13;1;8;1;5yp5:B
53;0.4895;2.155;4.129;0.228;8;1;0;0;0;13;1;10;1;5nky:B
54;0.4589;2.081;4.053;0.228;6;1;0;0;0;13;1;6;1;4q13:C
55;0.3059;2.081;4.053;0.228;6;1;0;0;0;13;1;9;1;3uvn:B
56;0.4684;2.085;4.057;0.23;7;1;0;0;0;13;1;8;1;2pmc:F
57;0.3933;2.081;4.053;0.23;6;1;0;0;0;13;1;7;1;4es0:C
58;0.4684;2.147;4.121;0.23;7;1;0;0.1429;0;13;1;8;1;5tm4:D
59;0.1338;1.541;3.457;0.231;7;1;0;0;0;13;1;28;1;8dtn:D
60;0.4684;2.147;4.121;0.232;7;1;0;0.1429;0;13;1;8;1;4wlb:D
61;0.4449;2.147;4.121;0.232;8;1;0;0.125;0;13;1;11;1;5mk4:D
62;0.4893;2.159;4.133;0.234;8;1;0;0;0;13;1;10;1;4q0a:D
63;0.1529;2.077;4.049;0.236;6;1;0;0;0;13;1;18;1;3kl8:B
64;0.4682;2.147;4.121;0.237;7;1;0;0.2857;0;13;1;8;1;4ofr:B
65;0.172;2.077;4.049;0.239;6;1;0;0;0;13;1;16;1;3kl8:D
66;0.344;2.077;4.049;0.239;6;1;0;0;0;13;1;8;1;3me9:C
67;0.3745;2.147;4.121;0.24;7;1;0;0;0;13;1;10;1;4uyz:E
68;0.4682;2.147;4.121;0.24;7;1;0;0.1429;0;13;1;8;1;5tlm:D
69;0.1618;2.077;4.049;0.241;6;1;0;0;0;13;1;17;1;3kl8:H
70;0.4447;2.147;4.121;0.242;8;1;0;0.125;0;13;1;11;1;2qab:C
71;0.1618;2.077;4.049;0.243;6;1;0;0;0;13;1;17;1;3kl8:F
72;0.4891;1.801;3.755;0.244;8;1;0;0.125;0;13;1;10;1;5dlr:D
73;0.3744;1.798;3.751;0.244;7;1;0;0.1429;0;13;1;10;1;7xvy:D
74;0.4585;2.077;4.049;0.245;6;1;0;0;0;13;1;6;1;8ev2:D
75;0.1618;2.077;4.049;0.246;6;1;0;0;0;13;1;17;1;3kl8:J
76;0.489;2.151;4.125;0.246;8;1;0;0;0;13;1;10;1;3o1d:B
77;0.468;2.147;4.121;0.246;7;1;0;0.1429;0;13;1;8;1;5yxl:D
78;0.2579;1.166;2.987;0.247;9;1;0;0;0;13;1;24;1;7bqu:B
79;0.3438;2.077;4.049;0.248;6;1;0;0;0;13;1;8;1;5t8r:G
80;0.442;2.143;4.117;0.249;9;1;0;0.1111;0;13;1;14;1;5zml:B
81;0.8403;3.108;5.016;0.25;11;1;0;1;0;13;1;11;1;3dab:D
82;0.5432;1.795;3.747;0.25;8;1;0;0;0;13;1;9;1;6jnr:C
83;0.4679;2.143;4.117;0.251;7;1;0;0.1429;0;13;1;8;1;6e49:F
84;0.08871;2.077;4.049;0.251;6;1;0;0;0;13;1;31;1;6zk9:q
85;0.4679;2.143;4.117;0.252;7;1;0;0.1429;0;13;1;8;1;5jjm:H
86;0.376;2.147;4.121;0.252;8;1;0;0.125;0;13;1;13;1;5zk9:B
87;0.1955;2.147;4.121;0.253;8;1;0;0.125;0;13;1;25;1;2m73:A
88;0.4888;2.147;4.121;0.253;8;1;0;0.125;0;13;1;10;1;4iw8:C
89;0.3743;1.798;3.751;0.253;7;1;0;0.1429;0;13;1;10;1;7xwp:D
90;0.4888;2.147;4.121;0.253;8;1;0;0;0;13;1;10;1;6t2m:B
91;0.3055;2.077;4.049;0.254;6;1;0;0;0;13;1;9;1;3zio:B
92;0.4888;2.155;4.129;0.256;8;1;0;0;0;13;1;10;1;7zfx:B
93;0.4887;2.147;4.121;0.257;8;1;0;0;0;13;1;10;1;4ia1:B
94;0.4677;2.143;4.117;0.258;7;1;0;0.1429;0;13;1;8;1;5nti:Q
95;0.543;2.139;4.113;0.258;8;1;0;0;0;13;1;9;1;6knu:C
96;0.1617;2.073;4.045;0.259;6;1;0;0;0;13;1;17;1;6x5q:B
97;0.4157;2.983;4.908;0.26;7;1;0;0.1429;0;13;1;9;1;5gs4:B
98;0.5429;1.798;3.751;0.26;8;1;0;0.125;0;13;1;9;1;5dvs:D
99;0.4676;2.143;4.117;0.262;7;1;0;0.2857;0;13;1;8;1;4oed:B
100;0.4156;2.143;4.117;0.262;7;1;0;0.1429;0;13;1;9;1;2j7y:B
101;0.4676;2.143;4.117;0.262;7;1;0;0.1429;0;13;1;8;1;6e3g:D
102;0.09843;2.143;4.117;0.263;7;1;0;0;0;13;1;38;1;7ank:C
103;0.4885;1.537;3.453;0.263;8;1;0;0.125;0;13;1;10;1;7nke:D
104;0.4885;1.795;3.747;0.264;8;1;0;0.125;0;13;1;10;1;4nqa:C
105;0.2338;2.143;4.117;0.264;7;1;0;0;0;13;1;16;1;8eiq:B
106;0.4416;1.795;3.747;0.264;9;1;0;0;0;13;1;14;1;2v8x:F
107;0.2498;2.073;4.045;0.264;6;1;0;0;0;13;1;11;1;2m3o:P
108;0.4675;2.143;4.117;0.265;7;1;0;0.4286;0;13;1;8;1;4oez:B
109;0.4675;2.143;4.117;0.265;7;1;0;0.1429;0;13;1;8;1;7rnm:C
110;0.3637;1.795;3.747;0.265;9;1;0;0.1111;0;13;1;17;1;6fy0:A
111;0.4441;2.147;4.121;0.265;8;1;0;0.125;0;13;1;11;1;2qgw:C
112;0.1781;2.143;4.117;0.266;7;1;0;0;0;13;1;21;1;5lqz:X
113;0.4675;2.143;4.117;0.266;7;1;0;0.1429;0;13;1;8;1;6j3n:B
114;0.3116;2.077;4.049;0.267;7;1;0;0.1429;0;13;1;12;1;4iim:D
115;0.8395;3.108;5.016;0.267;11;1;0;1;0;13;1;11;1;2z5s:P
116;0.2877;2.143;4.117;0.267;7;1;0;0;0;13;1;13;1;4naw:D
117;0.4155;2.143;4.117;0.268;7;1;0;0;0;13;1;9;1;1pyz:B
118;0.4155;2.143;4.117;0.268;7;1;0;0;0;13;1;9;1;6dec:R
119;0.3053;2.073;4.045;0.268;6;1;0;0;0;13;1;9;1;3uvo:B
120;0.5427;1.795;3.747;0.268;8;1;0;0.125;0;13;1;9;1;5kcd:D
121;0.444;2.953;4.882;0.269;8;1;0;0.25;0;13;1;11;1;2r02:B
122;0.4674;2.143;4.117;0.269;7;1;0;0.1429;0;13;1;8;1;4xt9:B
123;0.4674;2.143;4.117;0.269;7;1;0;0.1429;0;13;1;8;1;6czn:C
124;0.5341;2.953;4.882;0.271;7;1;0;0;0;13;1;7;1;7sfo:C
125;0.5426;2.147;4.121;0.271;8;1;0;0;0;13;1;9;1;6fob:B
126;0.3739;1.795;3.747;0.271;7;1;0;0.1429;0;13;1;10;1;7xwr:D
127;0.4883;2.147;4.121;0.272;8;1;0;0;0;13;1;10;1;4ia3:B
128;0.3738;1.795;3.747;0.273;7;1;0;0.1429;0;13;1;10;1;1x7b:D
129;0.4883;1.541;3.457;0.273;8;1;0;0.125;0;13;1;10;1;6lb6:B
130;0.3738;2.139;4.113;0.273;7;1;0;0.1429;0;13;1;10;1;4ihh:L
131;0.534;2.953;4.882;0.274;7;1;0;0;0;13;1;7;1;7rke:C
132;0.4882;1.541;3.457;0.274;8;1;0;0.125;0;13;1;10;1;5lyq:B
133;0.3738;1.795;3.747;0.275;7;1;0;0.1429;0;13;1;10;1;7xwq:D
134;0.4882;2.143;4.117;0.276;8;1;0;0;0;13;1;10;1;4g1z:B
135;0.3114;2.139;4.113;0.277;7;1;0;0;0;13;1;12;1;1gjg:A
136;0.08579;2.069;4.041;0.279;6;1;0;0;0;13;1;32;1;7ell:I
137;0.4881;1.537;3.453;0.279;8;1;0;0.125;0;13;1;10;1;4oc7:B
138;0.4671;2.139;4.113;0.28;7;1;0;0.1429;0;13;1;8;1;4wlb:E
139;0.4152;2.139;4.113;0.28;7;1;0;0.1429;0;13;1;9;1;7yzj:E
140;0.4152;2.953;4.882;0.28;7;1;0;0.2857;0;13;1;9;1;4gba:F
141;0.3737;2.139;4.113;0.28;7;1;0;0;0;13;1;10;1;4tr9:E
142;0.4437;1.534;3.449;0.28;8;1;0;0.125;0;13;1;11;1;4xh2:c
143;0.4152;2.139;4.113;0.281;7;1;0;0.1429;0;13;1;9;1;5nu1:Q
144;0.488;2.147;4.121;0.282;8;1;0;0;0;13;1;10;1;7oxz:B
145;0.3736;2.069;4.041;0.282;7;1;0;0;0;13;1;10;1;2o02:Q
146;0.2491;2.139;4.113;0.284;7;1;0;0;0;13;1;15;1;1gje:A
147;0.3753;1.795;3.747;0.284;8;1;0;0.125;0;13;1;13;1;5zjz:B
148;0.4879;2.151;4.125;0.284;8;1;0;0;0;13;1;10;1;2hc4:B
149;0.4879;2.151;4.125;0.284;8;1;0;0;0;13;1;10;1;4g1y:B
150;0.4879;2.927;4.859;0.285;8;1;0;0;0;13;1;10;1;5mk4:B
151;0.4879;1.541;3.457;0.285;8;1;0;0.125;0;13;1;10;1;2p1t:B
152;0.06694;2.069;4.041;0.285;6;1;0;0;0;13;1;41;1;3iyl:E
153;0.06694;2.069;4.041;0.285;6;1;0;0;0;13;1;41;1;5zvt:E
154;0.06694;2.069;4.041;0.285;6;1;0;0;0;13;1;41;1;5zvt:I
155;0.06694;2.069;4.041;0.285;6;1;0;0;0;13;1;41;1;3iyl:I
156;0.4879;1.798;3.751;0.285;8;1;0;0;0;13;1;10;1;6lb4:B
157;0.343;2.069;4.041;0.285;6;1;0;0;0;13;1;8;1;6fkp:F
158;0.06694;2.069;4.041;0.285;6;1;0;0;0;13;1;41;1;5zvt:K
159;0.06694;2.069;4.041;0.285;6;1;0;0;0;13;1;41;1;3iyl:K
160;0.06694;2.069;4.041;0.285;6;1;0;0;0;13;1;41;1;3iyl:C
161;0.06694;2.069;4.041;0.285;6;1;0;0;0;13;1;41;1;5zvt:C
162;0.06694;2.069;4.041;0.285;6;1;0;0;0;13;1;41;1;3iyl:Q
163;0.06694;2.069;4.041;0.285;6;1;0;0;0;13;1;41;1;5zvt:Q
164;0.06694;2.069;4.041;0.286;6;1;0;0;0;13;1;41;1;5zvt:O
165;0.06694;2.069;4.041;0.286;6;1;0;0;0;13;1;41;1;3iyl:O
166;0.06694;2.069;4.041;0.286;6;1;0;0;0;13;1;41;1;5zvt:A
167;0.06694;2.069;4.041;0.286;6;1;0;0;0;13;1;41;1;3iyl:A
168;0.06693;2.069;4.041;0.286;6;1;0;0;0;13;1;41;1;5zvt:S
169;0.06693;2.069;4.041;0.286;6;1;0;0;0;13;1;41;1;3iyl:S
170;0.06693;2.069;4.041;0.286;6;1;0;0;0;13;1;41;1;3iyl:G
171;0.06693;2.069;4.041;0.286;6;1;0;0;0;13;1;41;1;5zvt:G
172;0.06693;2.069;4.041;0.286;6;1;0;0;0;13;1;41;1;5zvt:M
173;0.06693;2.069;4.041;0.286;6;1;0;0;0;13;1;41;1;3iyl:M
174;0.249;2.139;4.113;0.286;7;1;0;0;0;13;1;15;1;1imw:A
175;0.4879;2.147;4.121;0.286;8;1;0;0;0;13;1;10;1;7zfg:B
176;0.4879;1.541;3.457;0.287;8;1;0;0.125;0;13;1;10;1;2p1v:B
177;0.4878;1.541;3.457;0.287;8;1;0;0.125;0;13;1;10;1;2zy0:B
178;0.4669;2.139;4.113;0.287;7;1;0;0.1429;0;13;1;8;1;7jhd:C
179;0.06225;2.927;4.859;0.287;7;1;0;0;0;13;1;60;1;5xht:A
180;0.2744;2.069;4.041;0.288;6;1;0;0;0;13;1;10;1;5dws:B
181;0.4065;1.798;3.751;0.288;8;1;0;0.25;0;13;1;12;1;2fx8:Q
182;0.542;1.795;3.747;0.288;8;1;0;0.125;0;13;1;9;1;5tm3:C
183;0.4878;2.143;4.117;0.288;8;1;0;0;0;13;1;10;1;5lga:B
184;0.5144;2.953;4.882;0.29;9;1;0;0.1111;0;13;1;12;1;4aza:D
185;0.5144;1.534;3.449;0.29;9;1;0;0.1111;0;13;1;12;1;5n89:G
186;0.4877;1.795;3.747;0.29;8;1;0;0.125;0;13;1;10;1;7zzq:V
187;0.4877;2.143;4.117;0.29;8;1;0;0;0;13;1;10;1;8pz7:B
188;0.4149;2.135;4.109;0.291;7;1;0;0.1429;0;13;1;9;1;2qzo:C
189;0.4877;2.143;4.117;0.291;8;1;0;0;0;13;1;10;1;2hcd:B
190;0.1016;1.791;3.744;0.291;8;1;0;0;0;13;1;48;1;7c08:Z
191;0.5419;1.798;3.751;0.292;8;1;0;0.125;0;13;1;9;1;5mkj:B
192;0.4877;2.147;4.121;0.293;8;1;0;0;0;13;1;10;1;4ia2:B
193;0.5418;2.147;4.121;0.293;8;1;0;0;0;13;1;9;1;6fo7:B
194;0.4877;2.143;4.117;0.293;8;1;0;0;0;13;1;10;1;4fhh:B
195;0.4148;2.135;4.109;0.293;7;1;0;0.1429;0;13;1;9;1;6fzu:Q
196;0.3733;1.791;3.744;0.295;7;1;0;0.1429;0;13;1;10;1;1x7j:D
197;0.1806;2.131;4.104;0.295;8;1;0;0.25;0;13;1;27;1;3n9z:C
198;0.4876;2.143;4.117;0.295;8;1;0;0.125;0;13;1;10;1;5dug:C
199;0.4148;2.066;4.037;0.296;7;1;0;0.1429;0;13;1;9;1;5n8a:X
200;0.4875;1.795;3.747;0.297;8;1;0;0.125;0;13;1;10;1;5krf:D
201;0.5417;1.795;3.747;0.297;8;1;0;0;0;13;1;9;1;6ivx:D
202;0.4666;2.135;4.109;0.297;7;1;0;0.1429;0;13;1;8;1;5yp6:B
203;0.4875;1.795;3.747;0.298;8;1;0;0.125;0;13;1;10;1;5dwj:C
204;0.4665;2.135;4.109;0.299;7;1;0;0.2857;0;13;1;8;1;1t7f:B
205;0.5416;1.795;3.747;0.299;8;1;0;0;0;13;1;9;1;6l6k:B
206;0.3629;2.135;4.109;0.299;9;1;0;0.1111;0;13;1;17;1;6fy0:P
207;0.2742;2.066;4.037;0.299;6;1;0;0;0;13;1;10;1;4rof:C
208;0.2742;2.066;4.037;0.299;6;1;0;0;0;13;1;10;1;4rof:D
209;0.4665;2.135;4.109;0.3;7;1;0;0.1429;0;13;1;8;1;5tm1:C
210;0.2332;2.135;4.109;0.3;7;1;0;0;0;13;1;16;1;7r6q:Z
211;0.4874;1.537;3.453;0.3;8;1;0;0.125;0;13;1;10;1;7nke:B
212;0.4874;2.143;4.117;0.3;8;1;0;0;0;13;1;10;1;4ia7:B
213;0.5331;2.927;4.859;0.301;7;1;0;0;0;13;1;7;1;4n1a:J
214;0.287;2.135;4.109;0.301;7;1;0;0;0;13;1;13;1;6vbq:K
215;0.2742;2.066;4.037;0.301;6;1;0;0;0;13;1;10;1;5dzd:D
216;0.5415;2.151;4.125;0.301;8;1;0;0.125;0;13;1;9;1;2g44:C
217;0.5415;2.147;4.121;0.302;8;1;0;0.125;0;13;1;9;1;3uua:G
218;0.4664;2.135;4.109;0.303;7;1;0;0.1429;0;13;1;8;1;5ntn:P
219;0.5415;1.795;3.747;0.303;8;1;0;0.125;0;13;1;9;1;5dxr:C
220;0.06686;2.066;4.037;0.303;6;1;0;0;0;13;1;41;1;7ell:A
221;0.4873;2.131;4.104;0.304;8;1;0;0;0;13;1;10;1;7oxu:B
222;0.4429;2.135;4.109;0.306;8;1;0;0.125;0;13;1;11;1;7nel:D
223;0.4429;1.798;3.751;0.306;8;1;0;0.125;0;13;1;11;1;4wpf:B
224;0.5414;1.788;3.74;0.307;8;1;0;0.25;0;13;1;9;1;4oh5:B
225;0.1554;2.131;4.104;0.307;7;1;0;0;0;13;1;24;1;5lmu:V
226;0.5413;1.788;3.74;0.308;8;1;0;0.125;0;13;1;9;1;4iu7:D
227;0.4871;2.147;4.121;0.309;8;1;0;0;0;13;1;10;1;8ck5:B
228;0.1442;2.066;4.037;0.31;6;1;0;0;0;13;1;19;1;6ict:E
229;0.3729;2.131;4.104;0.31;7;1;0;0.1429;0;13;1;10;1;1ymt:B
230;0.1243;2.904;4.838;0.31;7;1;0;0;0;13;1;30;1;5mqf:S
231;0.5412;2.139;4.113;0.31;8;1;0;0.125;0;13;1;9;1;4iw6:D
232;0.4662;2.131;4.104;0.31;7;1;0;0.1429;0;13;1;8;1;5mmw:B
233;0.4662;2.131;4.104;0.311;7;1;0;0.2857;0;13;1;8;1;4oey:B
234;0.5412;1.788;3.74;0.311;8;1;0;0.125;0;13;1;9;1;5tlo:C
235;0.487;2.135;4.109;0.312;8;1;0;0.125;0;13;1;10;1;5tn6:C
236;0.487;1.798;3.751;0.312;8;1;0;0.125;0;13;1;10;1;7zzq:d
237;0.4143;2.131;4.104;0.312;7;1;0;0.1429;0;13;1;9;1;5ntw:R
238;0.4143;2.131;4.104;0.313;7;1;0;0.1429;0;13;1;9;1;4s15:C
239;0.487;2.143;4.117;0.313;8;1;0;0;0;13;1;10;1;2hbh:B
240;0.4427;1.537;3.453;0.313;8;1;0;0.125;0;13;1;11;1;5ec9:B
241;0.5603;1.325;3.193;0.314;9;1;0;0.1111;0;13;1;11;1;5n89:L
242;0.4427;1.791;3.744;0.314;8;1;0;0.125;0;13;1;11;1;3q95:C
243;0.5136;1.791;3.744;0.315;9;1;0;0.1111;0;13;1;12;1;3awr:D
244;0.3746;1.531;3.445;0.315;8;1;0;0.125;0;13;1;13;1;1k7l:H
245;0.4869;1.541;3.457;0.315;8;1;0;0.125;0;13;1;10;1;3kwy:B
246;0.466;2.131;4.104;0.315;7;1;0;0;0;13;1;8;1;5hoi:F
247;0.541;2.127;4.1;0.315;8;1;0;0.125;0;13;1;9;1;2v1s:N
248;0.1331;1.325;3.193;0.316;7;1;0;0;0;13;1;28;1;8dtu:C
249;0.6086;2.953;4.882;0.316;8;1;0;0;0;13;1;8;1;7jhd:D
250;0.3389;2.131;4.104;0.317;7;1;0;0;0;13;1;11;1;5aum:D
251;0.4142;2.131;4.104;0.317;7;1;0;0.1429;0;13;1;9;1;4s15:D
252;0.4659;2.131;4.104;0.317;7;1;0;0.1429;0;13;1;8;1;5tmm:C
253;0.6086;2.904;4.838;0.317;8;1;0;0;0;13;1;8;1;5kce:D
254;0.4659;2.131;4.104;0.318;7;1;0;0.1429;0;13;1;8;1;4zi1:B
255;0.4659;2.131;4.104;0.318;7;1;0;0;0;13;1;8;1;3t03:C
256;0.5409;1.785;3.736;0.319;8;1;0;0.125;0;13;1;9;1;2qab:D
257;0.2738;2.062;4.033;0.319;6;1;0;0;0;13;1;10;1;5dws:F
258;0.4659;2.131;4.104;0.32;7;1;0;0.1429;0;13;1;8;1;5jjm:I
259;0.4868;1.795;3.747;0.32;8;1;0;0.125;0;13;1;10;1;5kd9:C
260;0.4867;2.143;4.117;0.321;8;1;0;0;0;13;1;10;1;7oy4:B
261;0.3727;2.131;4.104;0.321;7;1;0;0.1429;0;13;1;10;1;5ntw:Q
262;0.414;2.131;4.104;0.322;7;1;0;0.1429;0;13;1;9;1;1pcg:F
263;0.4658;2.883;4.819;0.323;7;1;0;0.1429;0;13;1;8;1;4iqr:I
264;0.4424;1.795;3.747;0.323;8;1;0;0.125;0;13;1;11;1;5tmt:D
265;0.5407;2.139;4.113;0.323;8;1;0;0.375;0;13;1;9;1;4oha:B
266;0.1802;2.131;4.104;0.324;8;1;0;0.25;0;13;1;27;1;3n9z:D
267;0.414;2.127;4.1;0.324;7;1;0;0.1429;0;13;1;9;1;6g07:P
268;0.4055;1.791;3.744;0.324;8;1;0;0.25;0;13;1;12;1;2fx8:R
269;0.4657;2.127;4.1;0.324;7;1;0;0.1429;0;13;1;8;1;5nti:P
270;0.4866;1.788;3.74;0.325;8;1;0;0.125;0;13;1;10;1;1tfc:D
271;0.3387;2.127;4.1;0.325;7;1;0;0.1429;0;13;1;11;1;6g07:Q
272;0.4657;2.127;4.1;0.325;7;1;0;0.1429;0;13;1;8;1;5ntn:Q
273;0.4055;1.531;3.445;0.325;8;1;0;0.125;0;13;1;12;1;4xh2:h
274;0.5406;1.785;3.736;0.326;8;1;0;0.125;0;13;1;9;1;5tly:C
275;0.4139;2.127;4.1;0.326;7;1;0;0.1429;0;13;1;9;1;5ntn:S
276;0.4055;1.791;3.744;0.326;8;1;0;0.25;0;13;1;12;1;2fx8:S
277;0.4055;2.135;4.109;0.327;8;1;0;0.25;0;13;1;12;1;2fx8:P
278;0.3725;2.069;4.041;0.327;7;1;0;0;0;13;1;10;1;6u3i:B
279;0.4054;1.785;3.736;0.327;8;1;0;0;0;13;1;12;1;4zoz:C
280;0.4423;1.537;3.453;0.328;8;1;0;0.125;0;13;1;11;1;4pp3:B
281;0.4865;2.143;4.117;0.328;8;1;0;0;0;13;1;10;1;5ow9:B
282;0.4865;1.531;3.445;0.329;8;1;0;0.125;0;13;1;10;1;3ozj:B
283;0.4865;1.537;3.453;0.329;8;1;0;0.125;0;13;1;10;1;7uw4:B
284;0.513;2.123;4.096;0.329;9;1;0;0.1111;0;13;1;12;1;3jzp:P
285;0.5405;2.147;4.121;0.329;8;1;0;0;0;13;1;9;1;7bo6:B
286;0.2865;1.785;3.736;0.33;7;1;0;0.1429;0;13;1;13;1;1zaf:D
287;0.5405;2.927;4.859;0.33;8;1;0;0.25;0;13;1;9;1;6fzu:P
288;0.4397;2.127;4.1;0.33;9;1;0;0;0;13;1;14;1;2v8y:F
289;0.532;2.062;4.033;0.331;7;1;0;0.1429;0;13;1;7;1;5dvv:D
290;0.2487;2.058;4.029;0.332;6;1;0;0;0;13;1;11;1;5dws:H
291;0.5596;1.531;3.445;0.332;9;1;0;0.1111;0;13;1;11;1;5uwp:D
292;0.2432;2.119;4.092;0.332;8;1;0;0.125;0;13;1;20;1;2m7d:A
293;0.4421;1.527;3.441;0.333;8;1;0;0.125;0;13;1;11;1;2zy0:D
294;0.4421;1.537;3.453;0.333;8;1;0;0.125;0;13;1;11;1;1mv9:B
295;0.4421;1.534;3.449;0.334;8;1;0;0.125;0;13;1;11;1;4k4j:B
296;0.1006;2.864;4.802;0.334;7;1;0;0;0;13;1;37;1;1bah:A
297;0.5129;1.524;3.437;0.335;9;1;0;0.1111;0;13;1;12;1;5n89:N
298;0.4654;2.127;4.1;0.335;7;1;0;0.1429;0;13;1;8;1;5nu1:P
299;0.4052;2.123;4.096;0.335;8;1;0;0;0;13;1;12;1;7f7g:D
300;0.5403;1.791;3.744;0.335;8;1;0;0.125;0;13;1;9;1;5e19:C
301;0.3419;2.058;4.029;0.336;6;1;0;0;0;13;1;8;1;7r6k:5
302;0.5402;1.788;3.74;0.336;8;1;0;0.125;0;13;1;9;1;5du5:C
303;0.3241;1.527;3.441;0.336;8;1;0;0.125;0;13;1;15;1;5x0r:C
304;0.4052;1.537;3.453;0.337;8;1;0;0.125;0;13;1;12;1;1t7m:B
305;0.3722;2.073;4.045;0.337;7;1;0;0;0;13;1;10;1;6u2f:B
306;0.2279;2.058;4.029;0.337;6;1;0;0;0;13;1;12;1;5cq2:C
307;0.4653;2.127;4.1;0.337;7;1;0;0.1429;0;13;1;8;1;5nti:R
